Game Id	Game Name	Category	Provider Name
221783	Grand Junction: Golden Guns	Casual Games	DC
221785	Yu Tu Jin Cai: Cash Collect	Casual Games	DC
221786	Football! Cash Collect	Casual Games	DC
221787	Azteca Bonus Lines	Casual Games	DC
221788	Pigeons from Space	Casual Games	DC
221789	Sakura Fortune	Casual Games	DC
221790	Wheels of Flame	Casual Games	DC
221791	Triple Stop: Mermaids Find	Casual Games	DC
221792	Mega Fire Blaze: Emperor of Rome	Casual Games	DC
221793	FIRE 4: Cash Collect Quattro	Casual Games	DC
221794	Grand Junction: Mountain Express	Casual Games	DC
221795	Fire Blaze: Toltec Blocks	Casual Games	DC
221796	Cash IT	Casual Games	DC
221797	Ready to Blow Thundershots	Casual Games	DC
221798	Gold Hit: Shrine of Anubis	Casual Games	DC
221799	Big Bad Wolf	Casual Games	DC
221800	Cash Truck	Casual Games	DC
221801	Wins of Fortune	Casual Games	DC
221802	Eastern Emeralds Megaways	Casual Games	DC
221803	Dragon Shrine	Casual Games	DC
221804	Sakura Fortune 2	Casual Games	DC
221805	Big Bad Wolf Megaways	Casual Games	DC
221806	Raven Rising	Casual Games	DC
221807	Hammer of Vulcan	Casual Games	DC
221808	Eastern Emeralds	Casual Games	DC
221809	Divine 9	Casual Games	DC
221810	Lock & Hit: Red Knight	Casual Games	DC
221811	Hit Bar: Gold	Casual Games	DC
221812	Mega Fire Blaze: Piggies and the Bank	Casual Games	DC
221813	Alohawaii: Cash Collect	Casual Games	DC
221814	Gold Hit: Dragon Bonanza	Casual Games	DC
221815	Rogues Draw	Casual Games	DC
221816	Lockdown Loot	Casual Games	DC
221817	Rich Roll: Lust for Gold!	Casual Games	DC
221818	Azteca: Cash Collect	Casual Games	DC
222001	TowerX	Crash Games	DC
222002	SlicerX	Crash Games	DC
222004	Multi Hot Ways	Crash Games	DC
222005	Hunter X	Crash Games	DC
222006	Helicopter X	Crash Games	DC
224000	Diamond Strike 250.000	Video Slots	DC
224001	Floating Dragon Megaways	Video Slots	DC
224002	Wildman Super Bonanza	Video Slots	DC
224003	Candy Stars	Video Slots	DC
224004	Black Bull	Video Slots	DC
224005	Muertos Multiplier Megaways	Video Slots	DC
224006	Crown of Fire	Video Slots	DC
224007	Snakes & Ladders - Snake Eyes	Video Slots	DC
224008	Legend of Heroes Megaways	Video Slots	DC
224009	Striking Hot 5	Video Slots	DC
224010	Wild Hop & Drop	Video Slots	DC
224011	Book of Golden Sands	Video Slots	DC
224012	Sword of Ares	Video Slots	DC
224013	Fire Strike 2	Video Slots	DC
224014	Spirit of Adventure	Video Slots	DC
224015	Magician's Secrets	Video Slots	DC
224016	Old Gold Miner Megaways	Video Slots	DC
224017	Spin & Score Megaways	Video Slots	DC
224018	John Hunter & the Book of Tut Respin	Video Slots	DC
224019	Bigger Bass Blizzard	Video Slots	DC
224020	Kingdom of Asgard	Video Slots	DC
224021	Release the Kraken 2	Video Slots	DC
224022	Santa's Great Gifts	Video Slots	DC
224023	Aztec Blaze	Video Slots	DC
224024	Firebird Spirit	Video Slots	DC
224025	Towering Fortunes	Video Slots	DC
224026	Starlight Christmas	Video Slots	DC
224027	Pirate Golden Age	Video Slots	DC
224028	Gems of Serengeti	Video Slots	DC
224029	Shield of Sparta	Video Slots	DC
224030	Gates of Gatot Kaca	Video Slots	DC
224031	Big Bass Bonanza - Keeping it Reel	Video Slots	DC
224032	Lucky Fishing Megaways	Video Slots	DC
224033	Dragon Hero	Video Slots	DC
224034	5 Rabbits Megaways	Video Slots	DC
224035	Reel Banks	Video Slots	DC
224036	PIZZA! PIZZA? PIZZA!	Video Slots	DC
224037	Hot Pepper	Video Slots	DC
224038	Sweet Powernudge	Video Slots	DC
224039	Fury of Odin Megaways	Video Slots	DC
224040	Gates of Aztec	Video Slots	DC
224041	Wild Wild Bananas	Video Slots	DC
224042	Mammoth Gold Megaways	Video Slots	DC
224043	Pinup Girls	Video Slots	DC
224044	Secret City Gold	Video Slots	DC
224045	Fish Eye	Video Slots	DC
224046	Monster Superlanche	Video Slots	DC
224047	Mochimon	Video Slots	DC
224048	Gatot Kaca's Fury	Video Slots	DC
224049	Club Tropicana	Video Slots	DC
224050	Peak Power	Video Slots	DC
224051	Wild Wild Riches Megaways	Video Slots	DC
224052	Mystery of the Orient	Video Slots	DC
224053	Wild West Duels	Video Slots	DC
224054	The Dog House Multihold	Video Slots	DC
224055	Cowboy Coins	Video Slots	DC
224056	Fire Archer	Video Slots	DC
224057	Jasmine Dreams	Video Slots	DC
224058	The Knight King	Video Slots	DC
224059	Rabbit Garden	Video Slots	DC
224060	Big Bass - Hold & Spinner	Video Slots	DC
224061	The Red Queen	Video Slots	DC
224062	Fruits of the Amazon	Video Slots	DC
224063	Gods of Giza	Video Slots	DC
224064	African Elephant	Video Slots	DC
224065	Moonshot	Video Slots	DC
224066	Wild Celebrity Bus Megaways	Video Slots	DC
224067	3 Dancing Monkeys	Video Slots	DC
224068	Jane Hunter and the Mask of Montezuma	Video Slots	DC
224069	Kingdom of The Dead	Video Slots	DC
224070	Excalibur Unleashed	Video Slots	DC
224071	Wild Bison Charge	Video Slots	DC
224072	Knight Hot Spotz	Video Slots	DC
224073	Diamonds Of Egypt	Video Slots	DC
224074	Lamp Of Infinity	Video Slots	DC
224075	Holiday Ride	Video Slots	DC
224076	Zeus vs Hades - Gods of War	Video Slots	DC
224077	Sticky Bees	Video Slots	DC
224078	Floating Dragon - Dragon Boat Festival	Video Slots	DC
224079	Frogs & Bugs	Video Slots	DC
224080	Robber Strike	Video Slots	DC
224081	Jewel Rush	Video Slots	DC
224082	Pirates Pub	Video Slots	DC
224083	Fat Panda	Video Slots	DC
224084	Wisdom of Athena	Video Slots	DC
224085	Heist for the Golden Nuggets	Video Slots	DC
224086	Big Bass Amazon Xtreme	Video Slots	DC
224087	Hellvis Wild	Video Slots	DC
224088	Joker Race	Video Slots	DC
224089	Sky Bounty	Video Slots	DC
224090	Cash Box	Video Slots	DC
224091	Spellbinding Mystery	Video Slots	DC
224092	Power of Merlin Megaways	Video Slots	DC
224093	3 Buzzing Wilds	Video Slots	DC
224094	Starlight Princess 1000	Video Slots	DC
224095	Diamond Cascade	Video Slots	DC
224096	Lobster Bob's Crazy Crab Shack	Video Slots	DC
224097	Rocket Blast Megaways	Video Slots	DC
224098	Mustang Trail	Video Slots	DC
224099	Pub Kings	Video Slots	DC
224100	Piggy Bankers	Video Slots	DC
224101	Forge of Olympus	Video Slots	DC
224102	Mahjong Wins	Video Slots	DC
224103	Big Bass Hold & Spinner Megaways	Video Slots	DC
224104	Cyclops Smash	Video Slots	DC
224105	Supermania	Video Slots	DC
224106	Candy Blitz	Video Slots	DC
224107	Frozen Tropics	Video Slots	DC
224108	John Hunter and the Book of Tut Megaways	Video Slots	DC
224109	Fortunes of Aztec	Video Slots	DC
224110	8 Golden Dragon Challenge	Video Slots	DC
224111	Gold Oasis	Video Slots	DC
224112	Rainbow Reels	Video Slots	DC
224113	Big Bass Crash	Video Slots	DC
224114	Gravity Bonanza	Video Slots	DC
224115	Twilight Princess	Video Slots	DC
224116	Demon Pots	Video Slots	DC
224117	Cash Chips	Video Slots	DC
224118	Tundra‚Äôs Fortune	Video Slots	DC
224119	Infective Wild	Video Slots	DC
224120	Big Bass Halloween	Video Slots	DC
224121	The Money Men Megaways	Video Slots	DC
224122	Viking Forge	Video Slots	DC
224123	Sugar Supreme Powernudge	Video Slots	DC
224124	Timber Stacks	Video Slots	DC
224125	Chase for Glory	Video Slots	DC
224126	Nile Fortune	Video Slots	DC
224127	The Wild Gang	Video Slots	DC
224128	Big Bass Splash Xmas	Video Slots	DC
224129	5 Frozen Charms	Video Slots	DC
224131	Sugar Rush Xmas	Video Slots	DC
224132	Ding Dong Christmas Bells	Video Slots	DC
224133	Candy Jar Cluster	Video Slots	DC
224134	Fire Stampede	Video Slots	DC
224135	Floating Dragon New Year Festival	Video Slots	DC
224136	Gates of Olympus 1000	Video Slots	DC
224137	Juicy Fruits Multihold	Video Slots	DC
224138	Saiyan Mania	Video Slots	DC
224140	Gemstone	Video Slots	DC
224142	888 Bonanza	Video Slots	DC
224143	Grace of Ebisu	Video Slots	DC
224144	Rujak Bonanza	Video Slots	DC
224145	Joker Jewels Dice	Video Slots	DC
224146	Mahjong X	Video Slots	DC
224147	The Dog House Dice Show	Video Slots	DC
224501	ONE Blackjack 2 - Ruby	Live Blackjack	DC
224502	Sic Bo Lobby	Live Popular	DC
224503	Dragon Tiger Lobby	Live Popular	DC
224504	Super 8 Baccarat	Live Baccarat	DC
224506	Roulette 12 - Romanian	Live Roulette	DC
224508	Blackjack 17 - Azure	Live Baccarat	DC
224509	Blackjack 18 - Azure	Live Baccarat	DC
224510	Blackjack 19 - Azure	Live Baccarat	DC
224511	Blackjack 20 - Azure	Live Baccarat	DC
224512	Blackjack 21 - Azure	Live Baccarat	DC
224513	Blackjack 22 - Azure	Live Baccarat	DC
224514	Blackjack 23 - Azure	Live Baccarat	DC
224515	Blackjack 24 - Azure	Live Baccarat	DC
224516	Blackjack 25 - Azure	Live Baccarat	DC
224517	Blackjack 26 - Azure	Live Baccarat	DC
224518	Blackjack 29 - Azure	Live Baccarat	DC
224519	Blackjack 30 - Azure	Live Baccarat	DC
224520	Blackjack 31 - Azure	Live Baccarat	DC
224521	Blackjack 37 - Ruby	Live Baccarat	DC
224522	Blackjack 38 - Ruby	Live Baccarat	DC
224523	Blackjack 39 - Ruby	Live Baccarat	DC
224524	Blackjack 40 - Ruby	Live Baccarat	DC
224525	Blackjack 41 - Ruby	Live Baccarat	DC
224526	Blackjack 42 - Ruby	Live Baccarat	DC
224527	Blackjack 43 - Ruby	Live Baccarat	DC
224528	Blackjack 44 - Ruby	Live Baccarat	DC
224529	Blackjack 45 - Ruby	Live Baccarat	DC
224530	Blackjack 46 - Ruby	Live Baccarat	DC
224531	Blackjack 47 - Ruby	Live Baccarat	DC
224532	Blackjack 48 - Ruby	Live Baccarat	DC
224533	Blackjack 49 - Ruby	Live Baccarat	DC
224534	Blackjack 50 - Ruby	Live Baccarat	DC
224535	Blackjack 51 - Ruby	Live Baccarat	DC
224536	Speed Blackjack 1 - Ruby	Live Baccarat	DC
224537	Speed Blackjack 2 - Ruby	Live Baccarat	DC
224538	Speed Blackjack 3 - Ruby	Live Baccarat	DC
224539	Speed Blackjack 4 - Ruby	Live Baccarat	DC
224540	Speed Blackjack 5 - Ruby	Live Baccarat	DC
224544	Fortune 6 Baccarat	Live Baccarat	DC
224545	Speed Baccarat 16	Live Baccarat	DC
224546	Speed Baccarat 17	Live Baccarat	DC
224547	Baccarat 9	Live Baccarat	DC
224548	Blackjack Lobby	Live Blackjack	DC
224549	Roulette 14 - Spanish	Live Roulette	DC
224550	PowerUp Roulette	Live Roulette	DC
224552	Speed Roulette 2	Live Roulette	DC
224553	Blackjack 52 - Ruby	Live Blackjack	DC
224554	Blackjack 53 - Ruby	Live Blackjack	DC
224555	Blackjack 54 - Ruby	Live Blackjack	DC
224556	Blackjack 55 - Ruby	Live Blackjack	DC
224557	Blackjack 56 - Ruby	Live Blackjack	DC
224558	Speed Baccarat - Korean	Live Baccarat	DC
224559	Speed Blackjack 6 - Ruby	Live Blackjack	DC
224560	Speed Blackjack 7 - Ruby	Live Blackjack	DC
224561	Speed Blackjack 8 - Ruby	Live Blackjack	DC
224562	Speed Blackjack 9 - Ruby	Live Blackjack	DC
224563	Speed Blackjack 10 - Ruby	Live Blackjack	DC
224564	Speed Blackjack 11 - Azure	Live Blackjack	DC
224565	Speed Blackjack 12 - Azure	Live Blackjack	DC
224566	Speed Blackjack 14 - Azure	Live Blackjack	DC
224567	Blackjack 57 - Azure	Live Blackjack	DC
224568	Blackjack 58 - Azure	Live Blackjack	DC
224569	Blackjack 59 - Azure	Live Blackjack	DC
224570	Blackjack 60 - Azure	Live Blackjack	DC
224571	Blackjack 61 - Azure	Live Blackjack	DC
224572	Blackjack 62 - Azure	Live Blackjack	DC
224573	Blackjack 63 - Azure	Live Blackjack	DC
224574	ONE Blackjack 5 - Turkish	Live Blackjack	DC
224575	Speed Baccarat 2 - Korean	Live Baccarat	DC
224576	Blackjack 64 - Ruby	Live Blackjack	DC
224577	Blackjack 65 - Ruby	Live Blackjack	DC
224582	Blackjack 70 - Ruby	Live Blackjack	DC
224585	Speed Blackjack 17 - Ruby	Live Blackjack	DC
224586	Speed Blackjack 18 - Ruby	Live Blackjack	DC
224587	Blackjack 71 - Ruby	Live Blackjack	DC
224588	Blackjack 72 - Ruby	Live Blackjack	DC
224589	Blackjack 73 - Ruby	Live Blackjack	DC
224590	Blackjack 74 - Ruby	Live Blackjack	DC
224591	Speed Auto Roulette 1	Live Roulette	DC
224592	Mega Baccarat	Live Popular	DC
224593	Snakes & Ladders Live	Live Popular	DC
224595	Speed Blackjack 20 - Emerald	Live Blackjack	DC
224596	Speed Blackjack 21 - Emerald	Live Blackjack	DC
224597	Speed Blackjack 22 - Emerald	Live Blackjack	DC
224598	VIP Blackjack 6 - Emerald	Live Blackjack	DC
224599	VIP Blackjack 7 - Emerald	Live Blackjack	DC
224600	VIP Blackjack 8 - Emerald	Live Blackjack	DC
224602	Auto Mega Roulette	Live Roulette	DC
224603	Priv√© Lounge Blackjack 1	Live Blackjack	DC
224604	Priv√© Lounge Blackjack 2	Live Blackjack	DC
224605	Priv√© Lounge Blackjack 3	Live Blackjack	DC
224606	Priv√© Lounge Blackjack 4	Live Blackjack	DC
224607	Priv√© Lounge Blackjack 5	Live Blackjack	DC
224608	Speed Blackjack 24 - Emerald	Live Blackjack	DC
224609	Speed Blackjack 25 - Emerald	Live Blackjack	DC
224610	Speed Blackjack 26 - Emerald	Live Blackjack	DC
224611	Speed Blackjack 27 - Emerald	Live Blackjack	DC
224614	Speed Blackjack 30 - Emerald	Live Blackjack	DC
224618	Korean Roulette	Live Roulette	DC
224619	Brazilian Roulette	Live Roulette	DC
224620	VIP Blackjack 9 - Ruby	Live Blackjack	DC
224621	VIP Blackjack 10 - Ruby	Live Blackjack	DC
224622	VIP Blackjack 11 - Ruby	Live Blackjack	DC
224623	VIP Blackjack 12 - Ruby	Live Blackjack	DC
224624	Lucky 6 Roulette	Live Roulette	DC
224625	Sic Bo	Live Popular	DC
224626	Treasure Island	Live Popular	DC
224630	Korean Speed Baccarat 3	Live Baccarat	DC
224631	Korean Speed Baccarat 4	Live Baccarat	DC
225083	Bombay Live Auto Roulette	Live Roulette	DC
225084	Auto Roulette 1	Live Roulette	DC
225085	Blackjack 2	Live Blackjack	DC
225089	Bombay Live Baccarat	Live Baccarat	DC
225091	Speed Auto Roulette	Live Roulette	DC
225092	Speed Dragon Tiger	Live Dragon Tiger	DC
225093	Aztec Clusters	Video Slots	DC
225094	Beast Band	Video Slots	DC
225095	Bone Bonanza	Video Slots	DC
225096	Book of Panda Megaways	Video Slots	DC
225097	Capymania Green	Scratch Cards	DC
225098	Capymania Orange	Scratch Cards	DC
225099	Capymania Yellow	Scratch Cards	DC
225100	Dice Bonanza	Video Slots	DC
225101	Dice Million	Video Slots	DC
225102	Dragon's Crash	Crash Games	DC
225103	Gemhalla	Video Slots	DC
225104	GEMZA	Video Slots	DC
225105	GIFT X	Crash Games	DC
225106	God of Wealth Hold and Win	Video Slots	DC
225107	HOTTEST 666	Video Slots	DC
225108	Ice Scratch Gold	Scratch	DC
225109	Ice Scratch Bronze	Scratch	DC
225110	Ice Scratch Silver	Scratch	DC
225111	Limbo XY	Crash Games	DC
225112	Luck and Magic	Video Slots	DC
225113	LUCKY 8 MERGE UP	Video Slots	DC
225114	Lucky Crew	Video Slots	DC
225115	Maneki 88 Fortunes	Video Slots	DC
225116	Merge Up	Video Slots	DC
225117	Mice and Magic	Video Slots	DC
225118	Monster Hunt	Video Slots	DC
225119	Mummy’s Gold	Video Slots	DC
225120	POP ZEN	Video Slots	DC
225121	Royal High-Road	Video Slots	DC
225122	Savage Buffalo Spirit	Video Slots	DC
225123	Savage Buffalo Spirit Megaways	Video Slots	DC
225124	Scratch Alpaca Gold	Scratch Cards	DC
225125	Scratch Alpaca Bronze	Scratch Cards	DC
225126	Scratch Alpaca Silver	Scratch Cards	DC
225127	Slot Machine	Video Slots	DC
225128	Tramp Day	Video Slots	DC
225129	Wild Cash Dice	Video Slots	DC
225130	Wild Chicago	Video Slots	DC
225131	Wild Heart	Video Slots	DC
225132	Wild Tiger	Video Slots	DC
225135	Big Bad Bison	Video Slots	DC
225136	Bonanza Falls	Video Slots	DC
225137	Christmas Catch	Video Slots	DC
225138	Max Megaways 2	Video Slots	DC
225139	More Turkey	Video Slots	DC
225140	Panda Money	Video Slots	DC
225141	Sanctuary	Video Slots	DC
225142	Vegas Rush	Video Slots	DC
225143	Wild Unicorns	Video Slots	DC
225144	Bamboo Wilds	Video Slots	DC
225145	Billy Bob Boom	Video Slots	DC
225147	Classic Fantastic	Video Slots	DC
225150	Fortune and Finery	Video Slots	DC
225153	Jester's Riches	Video Slots	DC
225155	Mammoth Tundra	Video Slots	DC
225156	Money Inc	Video Slots	DC
225157	Payday Pig	Video Slots	DC
225158	Piñata Wildz	Video Slots	DC
225159	Power of Olympus	Video Slots	DC
225160	Power of Rome	Video Slots	DC
225161	Power of the Vikings	Video Slots	DC
225162	Secret Book of Amun-Ra	Video Slots	DC
225163	Smoking Pistols	Video Slots	DC
225164	Space Cows to the Moo'n	Video Slots	DC
225165	6 in the Chamber	Video Slots	DC
225166	777 Deluxe	Video Slots	DC
225167	Bankin’ More Bacon	Video Slots	DC
225168	Big Catch Bass Fishing	Video Slots	DC
225169	Big Catch Bass Fishing Megaways	Video Slots	DC
225170	Big Money Megaways	Video Slots	DC
225171	Bison Rising Reloaded Megaways	Video Slots	DC
225172	Bounty Hunter Unchained	Video Slots	DC
225173	Cash Strike	Video Slots	DC
225174	Crabbin’ for Cash: Extra Big Splash	Video Slots	DC
225175	Crabbin for Christmas	Video Slots	DC
225176	Diamond Mine 2	Video Slots	DC
225177	Eye of Horus Rise of Egypt	Video Slots	DC
225178	Eye of Horus The Golden Tablet Megaways	Video Slots	DC
225179	FatStacks Miami Cash	Video Slots	DC
225180	Full Moon Fever	Video Slots	DC
225181	Funky Buddha	Video Slots	DC
225182	Gold Strike	Video Slots	DC
225183	King Kong Cash Even Bigger Bananas	Video Slots	DC
225185	Maradona El Pibe De Oro	Video Slots	DC
225186	Napoleon 2 FatStacks	Video Slots	DC
225187	Rise of Atlantis 2	Video Slots	DC
225189	Viking Fury: Spinfinity	Video Slots	DC
225191	72 FORTUNES	Video Slots	DC
225192	April Fury and the Chamber of Scarabs	Video Slots	DC
225193	Enchanted: Forest of Fortune - Hold and Win	Video Slots	DC
225194	Hot Lucky 7's	Video Slots	DC
225195	Pho Sho	Video Slots	DC
225196	Plinko Rush	Crash Games	DC
225197	Rise of Triton	Video Slots	DC
225198	Rockstar World Tour – HOLD and WIN	Video Slots	DC
225199	Super Golden Dragon Inferno - Hold and Win	Video Slots	DC
225200	Take the Vault Hold and Win	Video Slots	DC
225201	Triple Lucky 8's	Video Slots	DC
225202	Tycoons: Billionaire Bucks - Hold and Win	Video Slots	DC
225203	Wish Granted	Video Slots	DC
225204	Banana Boom	Video Slots	DC
225205	Bingo Pescaria	Bingo	DC
225206	Bingo Tesoro Maya	Bingo	DC
225207	Caipirinha Keno	Bingo	DC
225208	Cherry Christmas	Video Slots	DC
225209	Classic Royals	Video Slots	DC
225210	Garoto de Ipanema Bingo	Bingo	DC
225211	Jingle Bell Bingo	Bingo	DC
225212	Mega Bingo	Bingo	DC
225213	Piggy Show Bingo	Bingo	DC
225214	Pipa Crash	Crash Games	DC
225215	Rock 'n' Reels	Video Slots	DC
225216	Whale Bingo	Bingo	DC
225217	Whale of Fortune	Video Slots	DC
225238	Japanese Roulette	Live Roulette	DC
225239	Japanese Speed Baccarat A	Live Baccarat	DC
225240	Japanese Speed Blackjack A	Live Blackjack	DC
225241	Stock Market	Game Show	DC
225242	Bandit Bust	Video Slots	DC
225243	Battle Rooster	Video Slots	DC
225244	Battle Roosters Bonus Buy	Video Slots	DC
225245	Catch the Wind	Video Slots	DC
225246	Catch the Wind Bonus Buy	Video Slots	DC
225247	Christmas Crash	Crash Games	DC
225249	Cursed Can Bonus Buy	Video Slots	DC
225250	Elven Princesses: Crown Quest	Scratch Cards	DC
225251	Europe Transit	Video Slots	DC
225252	Europe Transit Bonus Buy	Video Slots	DC
225253	Goddess of the Night	Video Slots	DC
225254	Goddess of the Night Bonus Buy	Video Slots	DC
225255	Hockey Shootout	Crash Games	DC
225256	Hot Mania	Video Slots	DC
225258	Jhana of God Bonus Buy	Video Slots	DC
225259	Jhana Of God: Scratch	Scratch Cards	DC
225260	Legacy of the Sages	Video Slots	DC
225261	Legacy of the Sages Bonus Buy	Video Slots	DC
225262	Lucky Porker	Video Slots	DC
225263	Lucky Porker Bonus Buy	Video Slots	DC
225264	Mary’s Mining Mania	Crash Games	DC
225266	Neon Capital Bonus Buy	Video Slots	DC
225267	Northern Temple	Video Slots	DC
225268	Northern Temple Bonus Buy	Video Slots	DC
225269	October Pub	Crash Games	DC
225270	Penalty Roulette	Roulette	DC
225271	Penalty Shoot - out: Street	Crash Games	DC
225272	Pumpkin Master	Scratch Cards	DC
225273	Rumble in the Shadows	Video Slots	DC
225274	Soccer Solo Striker	Video Slots	DC
225275	Temple of Thunder 2	Video Slots	DC
225276	Temple of Thunder II Bonus Buy	Video Slots	DC
225277	The Belt of Champion	Video Slots	DC
225278	The Belt of Champion Bonus Buy	Video Slots	DC
225279	Thunder Mega Sevens	Video Slots	DC
225280	Thunder Mega Sevens Bonus Buy	Video Slots	DC
225281	Unlimited Treasures Bonus Buy	Video Slots	DC
225282	Video Poker	Video Poker	DC
225283	Winter Star	Video Slots	DC
225284	Winter Star Bonus Buy	Video Slots	DC
225285	X-Demon Bonus Buy	Video Slots	DC
225286	Mystic Spells	Video Slots	DC
225287	Rich Raptors	Video Slots	DC
225288	Wins Of Mermaid Multi Power	Video Slots	DC
225289	ARCTIC COINS RUNNING WINS	Video Slots	DC
225290	Book Of Mida	Video Slots	DC
225291	City Pop: Hawaii	Video Slots	DC
225292	COIN RUSH: RHINO RUNNING WINS	Video Slots	DC
225293	Fruits Royale	Video Slots	DC
225294	Fruits Royale 100	Video Slots	DC
225295	Fruits Royale 5	Video Slots	DC
225296	INFERNO 777 RE-SPINS	Video Slots	DC
225297	Inferno Devil 100	Video Slots	DC
225298	INFERNO FIREBALLS: RUNNING WINS	Video Slots	DC
225299	Into The Jungle Bonus Buy	Video Slots	DC
225300	Moon of Ra: Running Wins	Video Slots	DC
225301	Pop and Drop	Video Slots	DC
225302	Power Wildz: Fruit Saga	Video Slots	DC
225303	Sugar Paradise	Video Slots	DC
225304	Vegas Starstruck: RUNNING WINS	Video Slots	DC
225305	XMAS COINS: RUNNING WINS	Video Slots	DC
225306	XMAS ROYALE	Video Slots	DC
225307	XMAS ROYALE 100	Video Slots	DC
225308	9 Enchanted Beans Epic Strike	Video Slots	DC
225309	Andvari: The Magic Ring	Video Slots	DC
225310	Blazin' Rails	Video Slots	DC
225311	Blazin' Rails	Video Slots	DC
225312	Rome Fight For Gold Deluxe	Video Slots	DC
225313	Rome Fight For Gold Deluxe 92	Video Slots	DC
225314	20 Ember Wilds	Video Slots	DC
225315	Book of Elements	Video Slots	DC
225316	Crystal Ball Deluxe	Video Slots	DC
225317	Fancy Fruits Deluxe	Video Slots	DC
225321	9 Masks of Fire	Video Slots	DC
225322	Break Da Bank Again Megaways	Video Slots	DC
225323	Fishin' Pots of Gold: Gold Blitz	Video Slots	DC
225324	Mining Pots of Gold	Video Slots	DC
225325	Locky Fruits: Hold the Spin	Video Slots	DC
225326	Atomic Kittens	Video Slots	DC
225327	Bikini Island Deluxe	Video Slots	DC
225328	Crystopia	Video Slots	DC
225329	Fruity Halloween	Video Slots	DC
225330	Fruity Mayan	Video Slots	DC
225331	Hot Hot Summer	Video Slots	DC
225332	Legend of Nezha	Video Slots	DC
225333	Meow Janken	Video Slots	DC
225334	Santa's Inn	Video Slots	DC
225335	Siren’s Spell	Video Slots	DC
225336	Slime Party	Video Slots	DC
225337	The Big Deal Deluxe	Video Slots	DC
225338	Tooty Fruity Fruits	Video Slots	DC
225339	Valentine Monchy	Video Slots	DC
225340	Vampire's Fate	Video Slots	DC
225341	Witches Tome	Video Slots	DC
225342	Zeus Deluxe	Video Slots	DC
225343	2 Wild 2 Die	Video Slots	DC
225344	2 Wild 2 Die	Video Slots	DC
225345	2 Wild 2 Die	Video Slots	DC
225346	Baccarat	Baccarat	DC
225347	Beam Boys	Video Slots	DC
225348	Beam Boys	Video Slots	DC
225349	Beam Boys	Video Slots	DC
225350	Beast Below	Video Slots	DC
225351	Beast Below	Video Slots	DC
225352	Beast Below	Video Slots	DC
225353	Benny the Beer	Video Slots	DC
225354	Benny the Beer	Video Slots	DC
225355	Benny the Beer	Video Slots	DC
225356	Blade Master	Video Slots	DC
225357	Blade Master	Video Slots	DC
225358	BLOCKS	Crash Games	DC
225359	BLOCKS	Crash Games	DC
225360	BLOCKS	Crash Games	DC
225361	Born Wild	Video Slots	DC
225362	Bouncy Bombs	Video Slots	DC
225363	Boxes Dare2Win	Crash Games	DC
225364	Break Bones	Video Slots	DC
225365	Chaos Crew II	Video Slots	DC
225366	Chaos Crew II	Video Slots	DC
225367	Chaos Crew II	Video Slots	DC
225368	Coins Dare2Win	Other Table Games	DC
225369	Colors	Other Table Games	DC
225370	Colors	Other Table Games	DC
225371	Colors	Other Table Games	DC
225372	Commander Of Tridents	Video Slots	DC
225373	Commander Of Tridents	Video Slots	DC
225374	Commander Of Tridents	Video Slots	DC
225375	Dark Summoning	Video Slots	DC
225376	Dark Summoning	Video Slots	DC
225377	Dark Summoning	Video Slots	DC
225378	Dawn of Kings	Video Slots	DC
225379	Dawn of Kings	Video Slots	DC
225380	Dawn of Kings	Video Slots	DC
225381	Densho	Video Slots	DC
225382	Densho	Video Slots	DC
225383	Densho	Video Slots	DC
225384	Dork Unit	Video Slots	DC
225385	Drop'EM	Video Slots	DC
225386	Drop'EM	Video Slots	DC
225387	Drop'EM	Video Slots	DC
225388	Eye of the Panda	Video Slots	DC
225389	Eye of the Panda	Video Slots	DC
225390	Eye of the Panda	Video Slots	DC
225391	Feel the Beat	Video Slots	DC
225392	Feel the Beat	Video Slots	DC
225393	Feel the Beat	Video Slots	DC
225394	FIREBORN	Video Slots	DC
225395	FIREBORN	Video Slots	DC
225396	FIREBORN	Video Slots	DC
225397	Fist of Destruction	Video Slots	DC
225398	Fist of Destruction	Video Slots	DC
225399	Fist of Destruction	Video Slots	DC
225400	Fruit Duel	Video Slots	DC
225401	Hi-Lo	Other Table Games	DC
225402	Hi-Lo	Other Table Games	DC
225403	Hi-Lo	Other Table Games	DC
225404	Immortal Desire	Video Slots	DC
225405	Immortal Desire	Video Slots	DC
225406	Immortal Desire	Video Slots	DC
225407	King Carrot	Video Slots	DC
225408	Le Bandit	Video Slots	DC
225409	Le Bandit	Video Slots	DC
225410	Le Bandit	Video Slots	DC
225411	Lines	Other Table Games	DC
225412	Lines	Other Table Games	DC
225413	Lines	Other Table Games	DC
225414	Lord Venom	Video Slots	DC
225415	Lord Venom	Video Slots	DC
225416	Lord Venom	Video Slots	DC
225417	Mafia Clash	Video Slots	DC
225418	Mafia Clash	Video Slots	DC
225419	Merlin's Alchemy	Video Slots	DC
225420	Merlin's Alchemy	Video Slots	DC
225421	Mighty Masks	Video Slots	DC
225422	Mighty Masks	Video Slots	DC
225423	Mighty Masks	Video Slots	DC
225424	Mines Dare2Win	Scratch Cards	DC
225425	Outlaws Inc.	Video Slots	DC
225426	PIGGY CLUSTER HUNT	Video Slots	DC
